ID,UTMX,UTMY,Genus
2081,372150.5912,9930174.326,Saimiri
2082,372188.1413,9930227.857,Saimiri
2083,372250.9683,9930136.806,Saimiri
2084,372177.394,9930233.192,Cebus
2085,372217.715,9930264.84,Saimiri
2086,373008.4965,9928372.834,Saimiri
2087,373035.8713,9928319.466,Saimiri
2088,372960,9928026,Saimiri
2089,372857,9928240,Saimiri
2090,373499.5983,9928308.747,Saimiri
2091,373590.0079,9928472.597,Saimiri
2092,373718.9662,9929120.233,Saimiri
2093,373650.5209,9929068.623,Saimiri
2094,373515.0287,9928941.68,Saimiri
2095,374176,9928689,Saimiri
2096,374189,9928720,Saimiri
2097,374125.8689,9928843.481,Saimiri
2098,374093.4284,9929028.749,Saimiri
2099,373174.8241,9928542.878,Saimiri
2100,373078,9928694,Saimiri
2101,372944.0454,9928480.013,Saimiri
2102,372627.9097,9928822.123,Saimiri
2103,372170.3609,9928975.183,Saimiri
2104,372121.664,9929057.626,Saimiri
2105,372151.2222,9929109.575,Saimiri
2106,372124.1083,9929151.932,Saimiri
2107,372134.745,9929154.633,Saimiri
2108,372348,9928843,Saimiri
2109,372140.6882,9929069.867,Saimiri
2110,371895.4535,9930243.261,Saimiri
2111,371091.7596,9929430.256,Saimiri
2112,371584,9929459,Saimiri
2113,371853,9929423,Saimiri
2114,371634.5687,9929311.322,Saimiri
2115,371420.5353,9929555.76,Saimiri
2116,371729.1536,9929306.48,Saimiri
2117,371486.8028,9929559.037,Saimiri
2118,371445.761,9929546.87,Saimiri
2119,371559.2917,9929773.144,Saimiri
2120,371343.9779,9929514.674,Saimiri
2121,370967.013,9929744.298,Saimiri
2122,370594.4619,9929371.579,Saimiri
2123,370567.1736,9929261.117,Saimiri
2124,370517.8929,9929381.347,Saimiri
2125,370693.0182,9929948.167,Saimiri
2126,370672.589,9929998.81,Saimiri
2127,370705.0715,9929976.123,Saimiri
2128,370833.6749,9929768.386,Saimiri
2129,370790.9286,9929813.596,Saimiri
2130,370164.795,9931222.107,Saimiri
2131,370760.3713,9929372.803,Saimiri
2132,370234.8746,9929752.238,Saimiri
2133,371937.7854,9929427.878,Saimiri
2134,371906.9459,9929572.326,Saimiri
2135,371395.7657,9929391.977,Saimiri
2136,371373.9389,9929408.928,Saimiri
2137,372103.65,9929620.111,Saimiri
2138,371851.9065,9930086.489,Saimiri
2139,371865.032,9930125.633,Saimiri
2140,372149.239,9929755.058,Saimiri
2141,372558.5845,9929559.72,Saimiri
2142,371580.6275,9929806.211,Saimiri
2143,371774.8188,9929779.427,Saimiri
2144,369756.2144,9930877.945,Saimiri
2145,369858.3492,9930675.539,Saimiri
2146,370647.4235,9929694.805,Saimiri
2147,370638.7118,9929718.525,Saimiri
2148,371593.7787,9930176.377,Saimiri
2149,370023.2434,9930815.537,Saimiri
2150,369826.2486,9930948.139,Saimiri
2151,370547.2903,9930067.813,Saimiri
2152,370383.4015,9930106.325,Saimiri
2153,369809.7146,9930779.485,Saimiri
2154,370505.6924,9931212.99,Saimiri
2155,370673.1154,9929604.667,Saimiri
2156,371724.5539,9929596.155,Saimiri
2157,371876.9841,9930072.063,Saimiri
2158,371853.5781,9930626.758,Saimiri
2159,371880.194,9930675.75,Cebus
2160,372009.5313,9930699.145,Saimiri
2161,372117.2505,9929892.707,Saimiri
2162,372137.9127,9929757.303,Saimiri
2163,372126.0397,9929612.109,Saimiri
2164,370814.9451,9929872.758,Saimiri
2165,370860.688,9929997.705,Saimiri
2166,371018.15,9930893.595,Saimiri
2167,371348.8223,9930998.293,Saimiri
2168,371415.3014,9930944.932,Saimiri
2169,371925.4657,9930412.287,Cebus
2170,371935.8563,9930445.748,Cebus
2171,371980.4273,9930246.443,Saimiri
2172,372089.477,9930265.642,Saimiri
2173,372211.2132,9929834.967,Saimiri
2174,372369.4891,9929717.169,Saimiri
2175,372679.6466,9929390.803,Saimiri
2176,372653.7747,9929201.198,Saimiri
2177,372448.5539,9929033.661,Saimiri
2178,372221.6677,9928984.524,Saimiri
2179,372194.9633,9929275.276,Saimiri
2180,370678.601,9929548.589,Saimiri
2181,370786.5111,9929944.867,Saimiri
2182,370856.4732,9930157.433,Saimiri
2183,370814.6143,9930283.625,Saimiri
2184,370672.1848,9930204.243,Saimiri
2185,370698.0212,9930357.059,Saimiri
2186,370907.841,9930269.68,Saimiri
2187,371035.1588,9930247.617,Saimiri
2188,371203.282,9930406.197,Cebus
2189,371590.8588,9930351.618,Saimiri
2190,371935.2976,9930534.089,Saimiri
2191,370050.3965,9930197.877,Saimiri
2192,369870.8832,9929805.136,Saimiri
2193,370790.2099,9929525.184,Saimiri
2194,370498.3349,9929414.973,Saimiri
2195,370476.9511,9929495.673,Saimiri
2196,370397.5816,9929563.499,Saimiri
2197,370682.6237,9929301.209,Saimiri
2198,370095.8168,9929471.853,Saimiri
2199,369946.2523,9929754.028,Saimiri
2200,370202.773,9929781.886,Saimiri
2201,372280.5139,9929219.9,Saimiri
2202,372273.4798,9929839.078,Saimiri
2203,372260.1925,9929911.553,Saimiri
2204,371961.9447,9930239.072,Saimiri
2205,371941.3835,9930267.778,Saimiri
2206,371895.2589,9930141.625,Saimiri
2207,371658.6962,9930153.784,Saimiri
2208,372011.6117,9930013.83,Saimiri
2209,372247.1825,9929997.298,Saimiri
2210,372214.0757,9930119.82,Saimiri
2211,372205.3874,9930270.446,Saimiri
2212,372053.4384,9930270.766,Saimiri
2213,371756.5641,9930034.042,Saimiri
2214,371620.7323,9929881.083,Saimiri
2215,371558.9284,9929755.674,Saimiri
2216,372250.5473,9929836.631,Saimiri
2217,371811.3763,9929633.3,Saimiri
2218,371750.1667,9929621.314,Saimiri
2219,371758.9681,9929499.093,Saimiri
2220,371475.3332,9929668.246,Saimiri
2221,371988.4561,9929879.872,Saimiri
2222,371938.6975,9929816.663,Saimiri
2223,371869.866,9929865.087,Saimiri
2224,371493.4001,9929646.365,Saimiri
2225,371434.2868,9929687.272,Saimiri
2226,371026.7899,9929628.765,Saimiri
2227,371237.3215,9929421.168,Saimiri
2228,371895.1726,9929722.301,Saimiri
2229,372011.4902,9929810.413,Saimiri
2230,372669.882,9929612.841,Saimiri
2231,372311.9755,9929312.265,Saimiri
2232,372446.9794,9930072.387,Saimiri
2233,372844.1266,9930132.669,Saimiri
2234,372767.3475,9930421.467,Saimiri
2235,372680.6989,9930342.474,Saimiri
2236,371767.7257,9929885.72,Saimiri
2237,371837.555,9930063.848,Saimiri
2238,371857.1211,9929939.172,Saimiri
2239,369834.785,9930679.717,Saimiri
2240,369755.3795,9930606.722,Saimiri
2241,369742.3436,9930611.463,Saimiri
2242,372518.9586,9929138.694,Saimiri
2243,371254.9348,9929909.033,Saimiri
2244,372006.5397,9929863.359,Saimiri
2245,370985.7194,9929744.104,Saimiri
2246,370973.1898,9929710.298,Saimiri
2247,370989.7175,9929663.846,Saimiri
2248,371198.9808,9929968,Saimiri
2249,371111.9304,9929998.849,Saimiri
2250,371265.6383,9930100.591,Saimiri
2251,371018.9571,9930007.412,Saimiri
2252,370905.6921,9929867.639,Saimiri
2253,370928.4175,9929694.275,Saimiri
2254,370842.4726,9929583.652,Saimiri
2255,370585.7574,9929583.297,Saimiri
2256,370647.4235,9929701.805,Saimiri
2257,371399.8872,9929539.732,Saimiri
2258,371654.5917,9929651.936,Saimiri
2259,371678.6592,9929705.513,Saimiri
2260,371727.3429,9929797.408,Saimiri
2261,371845.6176,9929730.064,Saimiri
2262,371657.5487,9929516.139,Saimiri
2263,371935.8753,9929440.711,Saimiri
2264,371810.4387,9929530.198,Saimiri
2265,371932.1152,9929775.261,Saimiri
2266,372054.4826,9930092.226,Saimiri
2267,371396.8329,9929427.507,Saimiri
2268,371395.9821,9929489.434,Saimiri
2269,372442.9908,9929975.429,Saimiri
2270,372417.8018,9929948.654,Saimiri
2271,372378.5066,9929961.959,Saimiri
2279,371537.3975,9929958.17,Ateles
2280,371353.3776,9930380.104,Ateles
2281,370904.8985,9930261.31,Ateles
2282,371595.5726,9930023.316,Ateles
2283,370746.7672,9931941.013,Ateles
2284,370450.2978,9931878.076,Ateles
2285,371030.8369,9930777.053,Ateles
2286,374577.9242,9930636.32,Ateles
2287,374524.6214,9930298.689,Ateles
2288,371387.3956,9929971.11,Ateles
2289,371204.7887,9929660.709,Ateles
2290,371216.0328,9929644.263,Ateles
2291,371336.3528,9929962.619,Ateles
2292,370478.2211,9930425.612,Ateles
2293,371879.8121,9930076.236,Ateles
2294,374515.9043,9931667.112,Ateles
2295,371171.2038,9929757.693,Ateles
2296,371387.0296,9930145.282,Ateles
2297,374825.4749,9930861.239,Ateles
2298,374776.3204,9930881.596,Ateles
2299,374007.1277,9930820.226,Ateles
2300,374173.285,9930980.923,Ateles
2301,370976.2057,9930503.041,Ateles
2302,371247.1934,9930040.938,Ateles
2303,370367.2557,9930406.034,Ateles
2304,370326.4775,9930465.673,Ateles
2305,371637.642,9930026.848,Ateles
2306,370733.6966,9930507.751,Ateles
2307,373996.9495,9930397.187,Ateles
2308,373874.2063,9930536.267,Ateles
2309,373984.1378,9930674.379,Ateles
2310,371330.089,9929774.889,Ateles
2311,370521.039,9930128.437,Ateles
2312,370880.1557,9930573.964,Ateles
2313,371982.0825,9929807.254,Ateles
2314,371997.7388,9929832.472,Ateles
2315,371426.2487,9929964.511,Ateles
2316,370286.0963,9930252.49,Ateles
2317,371435.798,9930062.015,Ateles
2318,371098.6658,9930599.838,Ateles
2319,371379.2164,9929584.744,Ateles
2320,371223.4001,9929654.875,Ateles
2321,371614.085,9930001.915,Ateles
2322,371402.7861,9930396.211,Ateles
2323,371233.8533,9930254.332,Ateles
2324,370974.8763,9930190.781,Ateles
2325,370827.5329,9930328.178,Ateles
2326,370513.315,9930299.437,Ateles
2327,371418.6187,9929585.884,Ateles
2328,371361.0618,9930517.415,Cebus
2329,370996.0789,9930443.333,Ateles
2330,371312.5704,9930571.122,Ateles
2331,371252.7423,9930637.679,Ateles
2332,372192.2981,9929833.136,Ateles
2333,371288.3731,9930021.784,Ateles
2334,371070.7919,9929934.529,Ateles
2335,371433.9036,9930068.196,Ateles
2336,372390.294,9930075.514,Cebus
2337,372459.5919,9930082.888,Ateles
2338,372220.0848,9929719.573,Ateles
2339,371823.1474,9929556.341,Ateles
2340,371745.0963,9929728.733,Ateles
2341,371727.7565,9929636.928,Ateles
2342,370567.3994,9930638.325,Ateles
2343,370524.1038,9930652.871,Ateles
2344,371331.0646,9929876.274,Ateles
2345,371886.6668,9930170.439,Ateles
2346,371923.2257,9930161.033,Cebus
2347,372272.8468,9929964.357,Ateles
2348,371366.9224,9929956.779,Ateles
2349,371639.0266,9929631.941,Ateles
2350,370756.5432,9930544.506,Ateles
2351,372124.0981,9929923.561,Ateles
2352,372744.4456,9930351.203,Lagothrix
2353,372602.2957,9930592.627,Lagothrix
2354,372175.8889,9929585.488,Lagothrix
2355,372738.9754,9929862.465,Lagothrix
2356,372159.238,9931153.675,Cebus
2357,370288.0603,9930607.599,Lagothrix
2358,372197.7329,9930102.205,Lagothrix
2359,370516.7199,9930801.866,Lagothrix
2360,371927.2408,9930021.658,Cebus
2361,372079.1599,9930832.178,Lagothrix
2362,370557.6038,9930682.264,Lagothrix
2363,372347.6897,9929493.557,Lagothrix
2364,372706.6992,9929906.427,Lagothrix
2365,373018.4676,9929995.055,Lagothrix
2366,370448.5086,9930645.229,Lagothrix
2367,371983.6338,9929877.615,Lagothrix
2368,370503.1307,9930748.895,Lagothrix
2369,371074.9883,9930691.793,Cebus
2370,371677.5724,9929835.375,Lagothrix
2371,370893.8887,9930690.937,Lagothrix
2372,371863.3428,9929514.261,Lagothrix
2373,372582.599,9929430.625,Lagothrix
2374,372517.208,9930018.119,Lagothrix
2375,370468.2022,9931523.656,Lagothrix
2376,370954.7155,9931298.82,Lagothrix
2377,371358.6247,9930904.714,Cebus
2378,372656.0169,9929118.345,Lagothrix
2379,372276.5282,9929061.476,Lagothrix
2380,372199.556,9929206.775,Lagothrix
2381,372326.3549,9928958.445,Lagothrix
2382,371322.6699,9929538.316,Lagothrix
2383,370680.4493,9930472.396,Lagothrix
2384,370757.1812,9930482.913,Lagothrix
2385,370601.9199,9930487.622,Lagothrix
2386,370239.9428,9930570.393,Lagothrix
2387,372644.5875,9929501.842,Lagothrix
2388,370678.2192,9930812.299,Lagothrix
2389,370644.1294,9930742.598,Lagothrix
2390,371483.2875,9929650.828,Lagothrix
2391,370281.0773,9930755.055,Lagothrix
2392,371884.1336,9929900.805,Lagothrix
2393,372018.5654,9930059.364,Lagothrix
2394,372926.8969,9930014.763,Lagothrix
2395,371729.8192,9930134.618,Lagothrix
2396,371686.8842,9929954.858,Lagothrix
2397,371590.0371,9930584.898,Lagothrix
2398,372230.0366,9930483.795,Lagothrix
2399,372121.6645,9930597.024,Lagothrix
2400,370591.0424,9930657.215,Lagothrix
2401,370557.6175,9930665.732,Lagothrix
2402,370363.5117,9931007.037,Lagothrix
2403,370899.5515,9931112.682,Lagothrix
2404,370807.8658,9930802.569,Cebus
2405,371052.9234,9931046.053,Lagothrix
2406,371022.2439,9931040.199,Lagothrix
2407,371015.7722,9930944.837,Lagothrix
2408,370941.0779,9931000.372,Lagothrix
2409,370937.1675,9931089.618,Lagothrix
2410,370954.5001,9931089.195,Lagothrix
2411,372353.9224,9929487.034,Lagothrix
2412,372863.5172,9929395.476,Lagothrix
2413,372721.599,9930360.428,Cebus
2414,372603.4803,9930590.495,Lagothrix
2415,371023.0055,9929627.882,Lagothrix
2416,371692.1018,9929440.156,Callicebus
2417,371590.3713,9929255.12,Callicebus
2418,371757.9772,9929444.563,Callicebus
2419,371595.7112,9929318.68,Callicebus
2420,371538.9915,9929335.096,Callicebus
2421,371559.6479,9929361.288,Callicebus
2422,371912.4313,9929666.677,Callicebus
2423,371824.8898,9929478.474,Callicebus
2424,371751.1085,9929374.174,Callicebus
2425,371746.7497,9929302.729,Callicebus
2426,371962.4976,9929452.828,Callicebus
2427,371708.481,9929319.084,Callicebus
2428,371729.1221,9929328.949,Callicebus
2429,371754.9266,9929400.278,Callicebus
2430,371870.9196,9929588.283,Callicebus
2431,371651.4204,9929440.889,Callicebus
2432,371986.4573,9929512.899,Callicebus
2433,371654.1569,9929342.414,Callicebus
2434,372014.5179,9929548.664,Callicebus
2435,371744.3677,9929358.994,Callicebus
2436,372016.4032,9929503.583,Callicebus
2437,371648.4374,9929393.267,Callicebus
2438,371672.8441,9929415.327,Callicebus
2439,371883.4,9929507.603,Callicebus
2440,371734.5812,9929486.312,Callicebus
2441,371880.4342,9929586.757,Callicebus
2442,371701.236,9929388.081,Callicebus
2443,372038.9608,9929707.681,Pithecia
2444,371794.8291,9929712.297,Pithecia
2445,372209.3142,9929494.378,Pithecia
2446,372050.6712,9929566.445,Pithecia
2447,372116.1055,9929581.712,Pithecia
2448,372331.419,9929754.004,Pithecia
2449,371872.8707,9929917.093,Pithecia
2450,371859.2054,9929577.133,Pithecia
2451,371852.2922,9929581.264,Pithecia
2452,372189.551,9929815.279,Pithecia
2453,371815.0797,9929677.015,Pithecia
2454,372391.6304,9929975.392,Pithecia
2455,372127.5489,9930095.482,Pithecia
2456,371857.9275,9929618.118,Pithecia
2457,371953.2,9929564.089,Pithecia
2458,372237.848,9930045.337,Pithecia
2459,372226.8697,9929917.478,Pithecia
2460,372219.9206,9929662.353,Pithecia
2461,372302.5029,9929957.302,Pithecia
2462,372121.7239,9929859.77,Pithecia
2463,372313.3269,9930028.304,Pithecia
2464,372234.0756,9930104.216,Pithecia
2465,372202.3509,9930145.036,Pithecia
2466,372183.9867,9930256.618,Pithecia
2467,372104.1364,9930257.962,Cebus
2468,371924.7247,9929755.804,Pithecia
2469,371907.5097,9929733.134,Pithecia
2470,372067.091,9930102.187,Pithecia
2471,371965.7686,9930177.351,Pithecia
2472,371776.0067,9930206.823,Pithecia
2473,372131.8732,9930157.928,Pithecia
2474,372146.6315,9930152.854,Pithecia
2475,372180.8371,9930155.938,Pithecia
2476,372211.2632,9929873.385,Pithecia
2477,372192.6929,9929950.208,Cebus
2478,371883.9295,9929977.865,Cebus
2479,372009.0337,9929672.425,Pithecia
2480,371957.5794,9930174.107,Pithecia
2481,372102.8501,9930085.552,Pithecia
2483,371748.0704,9929930.91,Lagothrix
2484,370833.4324,9930381.129,Ateles
2485,371351.3656,9929848.193,Lagothrix
2486,371436.5414,9930146.303,Ateles
