Taxon,UTMX,UTMY
Ateles belzebuth,371474.2285,9929992.499
Ateles belzebuth,371552.1314,9929995.833
Ateles belzebuth,371573.2757,9930000.26
Ateles belzebuth,371578.837,9930014.633
Ateles belzebuth,371585.512,9930025.689
Ateles belzebuth,371601.091,9930033.432
Ateles belzebuth,371604.4389,9929992.528
Ateles belzebuth,371623.3571,9929998.06
Ateles belzebuth,371630.0353,9929994.745
Ateles belzebuth,371612.2275,9930000.268
Ateles belzebuth,371621.1313,9929998.059
Ateles belzebuth,371643.39,9929995.853
Ateles belzebuth,371626.6963,9929995.849
Ateles belzebuth,371607.7796,9929983.684
Ateles belzebuth,371632.2599,9930000.273
Ateles belzebuth,371651.1781,9930005.805
Ateles belzebuth,371637.8254,9929995.852
Ateles belzebuth,371576.6125,9930009.105
Ateles belzebuth,371621.1318,9929995.848
Ateles belzebuth,371646.7277,9930000.276
Ateles belzebuth,371715.7502,9929900.794
Ateles belzebuth,371691.2662,9929900.788
Ateles belzebuth,371717.9901,9929837.779
Ateles belzebuth,371735.7986,9929828.939
Ateles belzebuth,371752.4885,9929845.526
Ateles belzebuth,371743.5906,9929821.202
Ateles belzebuth,371751.3768,9929839.998
Ateles belzebuth,371719.1079,9929815.669
Ateles belzebuth,371732.4633,9929813.461
Ateles belzebuth,371707.9845,9929790.239
Ateles belzebuth,371712.4275,9929828.934
Ateles belzebuth,371723.5553,9929834.464
Ateles belzebuth,371710.2022,9929826.722
Ateles belzebuth,371719.1104,9929804.614
Ateles belzebuth,371730.237,9929815.671
Ateles belzebuth,371743.5975,9929790.247
Ateles belzebuth,371762.5232,9929762.613
Ateles belzebuth,371749.1781,9929718.389
Ateles belzebuth,371743.6109,9929730.549
Ateles belzebuth,371745.8337,9929743.816
Ateles belzebuth,371746.9479,9929738.288
Ateles belzebuth,371758.0769,9929738.291
Ateles belzebuth,371762.5269,9929746.03
Ateles belzebuth,371730.2523,9929747.129
Ateles belzebuth,371741.3833,9929738.287
Ateles belzebuth,371773.649,9929776.988
Ateles belzebuth,371244.8993,9930305.312
Ateles belzebuth,371229.3217,9930290.937
Ateles belzebuth,371181.4666,9930290.926
Ateles belzebuth,371155.8721,9930279.865
Ateles belzebuth,371178.1229,9930313.036
Ateles belzebuth,371145.8571,9930274.335
Ateles belzebuth,371128.0517,9930268.804
Ateles belzebuth,371133.6156,9930272.122
Ateles belzebuth,371114.7012,9930248.901
Ateles belzebuth,371116.9263,9930252.218
Ateles belzebuth,371139.19,9930227.902
Ateles belzebuth,371142.543,9930163.782
Ateles belzebuth,371131.4121,9930171.518
Ateles belzebuth,371098.0278,9930158.244
Ateles belzebuth,371164.7933,9930199.164
Ateles belzebuth,371148.1132,9930138.356
Ateles belzebuth,371161.4612,9930169.314
Ateles belzebuth,371168.1362,9930180.37
Ateles belzebuth,371189.2956,9930117.36
Ateles belzebuth,371237.1503,9930119.582
Ateles belzebuth,371267.208,9930078.684
Ateles belzebuth,371306.1564,9930094.17
Ateles belzebuth,371415.229,9930061.028
Ateles belzebuth,371428.5819,9930069.876
Ateles belzebuth,371412.9884,9930127.36
Ateles belzebuth,371400.7452,9930132.885
Ateles belzebuth,371356.2297,9930128.453
Ateles belzebuth,371407.4268,9930114.092
Ateles belzebuth,371498.7093,9930006.876
Ateles belzebuth,371578.8363,9930017.949
Ateles belzebuth,371571.0447,9930023.475
Ateles belzebuth,371618.9018,9930014.642
Ateles belzebuth,371604.4303,9930031.221
Ateles belzebuth,371618.9013,9930016.853
Ateles belzebuth,371585.5138,9930017.951
Ateles belzebuth,371606.6598,9930014.639
Ateles belzebuth,371632.2591,9930003.589
Ateles belzebuth,371640.0404,9930044.496
Ateles belzebuth,371606.659,9930017.955
Ateles belzebuth,371628.915,9930027.91
Ateles belzebuth,371615.5581,9930036.751
Ateles belzebuth,371606.6578,9930023.483
Ateles belzebuth,371626.6914,9930017.96
Ateles belzebuth,371602.2089,9930011.321
Ateles belzebuth,371591.0786,9930016.846
Ateles belzebuth,371598.8689,9930016.848
Ateles belzebuth,371598.8689,9930016.848
Ateles belzebuth,371617.7852,9930031.224
Ateles belzebuth,371610.0015,9930001.373
Ateles belzebuth,371618.9067,9929992.531
Ateles belzebuth,371630.0382,9929981.478
Ateles belzebuth,371635.5998,9929994.746
Ateles belzebuth,371637.8279,9929984.797
Ateles belzebuth,371648.9552,9929992.538
Ateles belzebuth,371635.5996,9929995.851
Ateles belzebuth,371667.8727,9930001.386
Ateles belzebuth,371657.8543,9930011.334
Ateles belzebuth,371651.1798,9929998.066
Ateles belzebuth,371637.8242,9930001.379
Ateles belzebuth,371645.616,9929994.748
Ateles belzebuth,371654.5215,9929984.8
Ateles belzebuth,371648.957,9929984.799
Ateles belzebuth,371654.5215,9929984.8
Ateles belzebuth,371652.2964,9929981.483
Ateles belzebuth,371662.3119,9929984.802
Ateles belzebuth,371635.6008,9929990.324
Ateles belzebuth,371663.4213,9930000.28
Ateles belzebuth,371663.4199,9930006.913
Ateles belzebuth,371676.7785,9929990.333
Ateles belzebuth,371657.8573,9929998.067
Ateles belzebuth,371657.8593,9929989.223
Ateles belzebuth,371646.727,9930003.592
Ateles belzebuth,371646.7287,9929995.854
Ateles belzebuth,371656.7436,9930001.384
Ateles belzebuth,371648.9552,9929992.538
Ateles belzebuth,371657.859,9929990.329
Ateles belzebuth,371646.7289,9929994.748
Ateles belzebuth,371643.3914,9929989.22
Ateles belzebuth,371643.3902,9929994.748
Ateles belzebuth,371628.9303,9929959.367
Ateles belzebuth,371643.3902,9929994.748
Ateles belzebuth,371641.1661,9929987.008
Ateles belzebuth,371630.035,9929995.85
Ateles belzebuth,371628.9271,9929973.739
Ateles belzebuth,371641.1654,9929990.325
Ateles belzebuth,371665.6444,9930012.441
Ateles belzebuth,371646.7289,9929994.748
Ateles belzebuth,371635.5996,9929995.851
Ateles belzebuth,371618.9013,9930016.853
Ateles belzebuth,371667.871,9930009.125
Ateles belzebuth,371646.7275,9930001.381
Ateles belzebuth,371637.8212,9930014.646
Ateles belzebuth,371660.0861,9929984.802
Ateles belzebuth,371632.2542,9930025.7
Ateles belzebuth,371448.6303,9929998.021
Ateles belzebuth,371482.0218,9929979.234
Ateles belzebuth,371279.4396,9930125.119
Ateles belzebuth,371246.054,9930117.373
Ateles belzebuth,371239.3785,9930108.527
Ateles belzebuth,371173.7156,9930114.04
Ateles belzebuth,371150.337,9930147.201
Ateles belzebuth,371140.3115,9930189.209
Ateles belzebuth,371125.8436,9930189.205
Ateles belzebuth,371095.795,9930189.199
Ateles belzebuth,371000.0797,9930211.288
Ateles belzebuth,370995.6258,9930221.237
Ateles belzebuth,370995.6054,9930312.996
Ateles belzebuth,370922.1404,9930370.467
Ateles belzebuth,370953.2737,9930497.61
Ateles belzebuth,370981.0798,9930572.792
Ateles belzebuth,371050.0713,9930613.712
Ateles belzebuth,371086.7959,9930620.353
Ateles belzebuth,371151.3436,9930625.895
Ateles belzebuth,371198.0862,9930624.8
Ateles belzebuth,371228.1446,9930580.585
Ateles belzebuth,371233.7091,9930580.587
Ateles belzebuth,371194.7626,9930556.256
Ateles belzebuth,371217.0179,9930569.528
Ateles belzebuth,371225.92,9930575.057
Ateles belzebuth,371218.1179,9930628.121
Ateles belzebuth,371214.784,9930606.009
Ateles belzebuth,371237.0435,9930600.487
Ateles belzebuth,371253.7352,9930609.335
Ateles belzebuth,371209.204,9930675.657
Ateles belzebuth,371270.4125,9930683.409
Ateles belzebuth,371309.36,9930703.317
Ateles belzebuth,371267.0701,9930699.991
Ateles belzebuth,371333.8443,9930702.217
Ateles belzebuth,371333.8489,9930681.212
Ateles belzebuth,371278.1963,9930713.26
Ateles belzebuth,371300.4557,9930707.737
Ateles belzebuth,371300.4555,9930708.843
Ateles belzebuth,371290.4412,9930699.996
Ateles belzebuth,371301.5708,9930697.788
Ateles belzebuth,371300.4545,9930713.265
Ateles belzebuth,371303.7937,9930711.054
Ateles belzebuth,371312.699,9930702.212
Ateles belzebuth,371346.0861,9930703.325
Ateles belzebuth,371350.5409,9930688.954
Ateles belzebuth,371370.5775,9930670.165
Ateles belzebuth,371387.2699,9930675.696
Ateles belzebuth,371385.0443,9930674.59
Ateles belzebuth,371381.7019,9930691.172
Ateles belzebuth,371357.2225,9930670.162
Ateles belzebuth,371373.914,9930680.115
Ateles belzebuth,371376.1374,9930691.171
Ateles belzebuth,371370.5775,9930670.165
Ateles belzebuth,371379.4773,9930685.644
Ateles belzebuth,371378.3669,9930674.588
Ateles belzebuth,371378.3649,9930683.433
Ateles belzebuth,371370.5721,9930694.486
Ateles belzebuth,371370.5762,9930675.692
Ateles belzebuth,371379.4807,9930670.167
Ateles belzebuth,371381.7,9930700.016
Ateles belzebuth,371378.3551,9930727.654
Ateles belzebuth,371357.2123,9930716.594
Ateles belzebuth,371346.0888,9930691.164
Ateles belzebuth,371348.3121,9930702.22
Ateles belzebuth,371357.2196,9930683.428
Ateles belzebuth,371359.443,9930694.484
Ateles belzebuth,371351.6558,9930680.11
Ateles belzebuth,371359.4435,9930692.273
Ateles belzebuth,371426.2213,9930677.916
Ateles belzebuth,371439.5843,9930641.436
Ateles belzebuth,371418.45,9930591.683
Ateles belzebuth,371428.4637,9930602.74
Ateles belzebuth,371439.5953,9930591.687
Ateles belzebuth,371440.7111,9930578.421
Ateles belzebuth,371422.9026,9930587.262
Ateles belzebuth,371398.4181,9930589.467
Ateles belzebuth,371434.032,9930586.158
Ateles belzebuth,371424.0175,9930578.418
Ateles belzebuth,371422.9026,9930587.262
Ateles belzebuth,371411.7735,9930587.259
Ateles belzebuth,371462.9701,9930575.11
Ateles belzebuth,371446.2708,9930600.533
Ateles belzebuth,371457.4019,9930591.691
Ateles belzebuth,371440.7075,9930595.004
Ateles belzebuth,371445.1591,9930595.005
Ateles belzebuth,371412.883,9930602.737
Ateles belzebuth,371434.0312,9930589.475
Ateles belzebuth,371450.7244,9930591.69
Ateles belzebuth,371446.272,9930595.005
Ateles belzebuth,371435.1434,9930592.792
Ateles belzebuth,371439.6011,9930565.155
Ateles belzebuth,371429.5825,9930576.208
Ateles belzebuth,371428.4679,9930583.946
Ateles belzebuth,371431.8042,9930595.002
Ateles belzebuth,371434.0337,9930578.42
Ateles belzebuth,371437.3707,9930586.159
Ateles belzebuth,371431.8074,9930580.63
Ateles belzebuth,371431.8047,9930592.791
Ateles belzebuth,371465.1957,9930576.216
Ateles belzebuth,371457.4055,9930575.108
Ateles belzebuth,371446.2786,9930565.156
Ateles belzebuth,371437.3736,9930572.893
Ateles belzebuth,371428.4662,9930591.685
Ateles belzebuth,371437.3707,9930586.159
Ateles belzebuth,371451.8402,9930578.424
Ateles belzebuth,371445.1623,9930580.633
Ateles belzebuth,371328.3917,9930196.989
Ateles belzebuth,371342.8583,9930202.52
Ateles belzebuth,371311.6961,9930205.83
Ateles belzebuth,371367.3374,9930224.636
Ateles belzebuth,371387.3728,9930211.374
Ateles belzebuth,371370.6749,9930230.164
Ateles belzebuth,371389.5834,9930279.917
Ateles belzebuth,371401.8237,9930287.659
Ateles belzebuth,371396.2527,9930316.401
Ateles belzebuth,371385.1079,9930387.153
Ateles belzebuth,371331.6833,9930409.251
Ateles belzebuth,371300.5252,9930393.767
Ateles belzebuth,371284.9428,9930401.502
Ateles belzebuth,371292.7275,9930426.931
Ateles belzebuth,371276.0314,9930437.983
Ateles belzebuth,371284.9347,9930437.985
Ateles belzebuth,371290.498,9930443.514
Ateles belzebuth,371290.4992,9930437.986
Ateles belzebuth,371257.1114,9930440.19
Ateles belzebuth,371294.9504,9930440.198
Ateles belzebuth,371284.9322,9930449.04
Ateles belzebuth,371245.9597,9930541.896
Ateles belzebuth,371231.4894,9930552.948
Ateles belzebuth,371237.054,9930552.949
Ateles belzebuth,371244.8432,9930558.478
Ateles belzebuth,371237.0501,9930570.637
Ateles belzebuth,371233.7126,9930565.109
Ateles belzebuth,371209.2231,9930589.425
Ateles belzebuth,371229.2599,9930569.53
Ateles belzebuth,371234.8257,9930564.004
Ateles belzebuth,371209.2322,9930548.521
Ateles belzebuth,371217.0201,9930559.578
Ateles belzebuth,371245.9573,9930552.951
Ateles belzebuth,371211.4605,9930537.466
Ateles belzebuth,371217.0208,9930556.261
Ateles belzebuth,371233.7121,9930567.32
Ateles belzebuth,371220.3584,9930561.79
Ateles belzebuth,371234.8304,9930542.999
Ateles belzebuth,371250.4058,9930567.324
Ateles belzebuth,371251.524,9930543.002
Ateles belzebuth,371234.8291,9930548.526
Ateles belzebuth,371228.15,9930556.264
Ateles belzebuth,371220.3603,9930552.945
Ateles belzebuth,371203.6659,9930556.258
Ateles belzebuth,371205.8815,9930602.691
Ateles belzebuth,371211.4556,9930559.577
Ateles belzebuth,371209.231,9930554.048
Ateles belzebuth,371229.2612,9930564.003
Ateles belzebuth,371228.1512,9930550.736
Ateles belzebuth,371211.4551,9930561.788
Ateles belzebuth,371239.2786,9930558.477
Ateles belzebuth,371218.1343,9930554.05
Ateles belzebuth,371242.6122,9930581.694
Ateles belzebuth,371207.0046,9930556.259
Ateles belzebuth,371218.1333,9930558.472
Ateles belzebuth,371190.308,9930569.522
Ateles belzebuth,371203.6684,9930545.203
Ateles belzebuth,371189.1944,9930572.838
Ateles belzebuth,371207.0059,9930550.731
Ateles belzebuth,371209.2305,9930556.259
Ateles belzebuth,371200.3259,9930561.785
Ateles belzebuth,371203.6684,9930545.203
Ateles belzebuth,371203.6684,9930545.203
Ateles belzebuth,371207.0051,9930554.048
Ateles belzebuth,371218.1382,9930536.362
Ateles belzebuth,371220.3584,9930561.79
Ateles belzebuth,371201.4376,9930567.313
Ateles belzebuth,371228.1524,9930545.208
Ateles belzebuth,371189.1998,9930548.516
Ateles belzebuth,371209.2292,9930561.787
Ateles belzebuth,371209.2346,9930537.465
Ateles belzebuth,371240.3859,9930583.905
Ateles belzebuth,371089.0316,9930576.132
Ateles belzebuth,371020.0298,9930581.645
Ateles belzebuth,370938.7896,9930570.571
Ateles belzebuth,370988.8695,9930576.11
Ateles belzebuth,371089.0294,9930586.082
Ateles belzebuth,371070.1157,9930559.545
Ateles belzebuth,371067.8894,9930561.756
Ateles belzebuth,371027.8241,9930563.958
Ateles belzebuth,370964.3891,9930559.522
Ateles belzebuth,370973.296,9930542.941
Ateles belzebuth,370961.054,9930542.938
Ateles belzebuth,371239.3068,9930431.341
Ateles belzebuth,371262.6809,9930418.08
Ateles belzebuth,371314.9894,9930410.353
Ateles belzebuth,371301.6389,9930390.451
Ateles belzebuth,371312.7685,9930388.242
Ateles belzebuth,371384.0009,9930360.62
Ateles belzebuth,371348.3897,9930351.767
Ateles belzebuth,371345.0603,9930309.757
Ateles belzebuth,371309.4558,9930271.055
Ateles belzebuth,371214.8637,9930246.713
Ateles belzebuth,371184.8237,9930208.012
Ateles belzebuth,371168.1387,9930169.315
Ateles belzebuth,371125.8547,9930139.456
Ateles belzebuth,371122.515,9930143.878
Ateles belzebuth,371101.369,9930147.19
Ateles belzebuth,371025.6947,9930130.59
Ateles belzebuth,371016.8032,9930077.522
Ateles belzebuth,370988.9777,9930089.677
Ateles belzebuth,370950.0308,9930067.558
Ateles belzebuth,370925.5457,9930071.974
Ateles belzebuth,370912.1846,9930099.61
Ateles belzebuth,370923.3179,9930080.818
Ateles belzebuth,370914.4126,9930089.66
Ateles belzebuth,370895.4934,9930088.551
Ateles belzebuth,371423.0563,9929895.201
Ateles belzebuth,371426.3886,9929923.945
Ateles belzebuth,371434.1768,9929933.897
Ateles belzebuth,371445.2958,9929979.226
Ateles belzebuth,371435.2848,9929956.008
Ateles belzebuth,371426.3795,9929964.85
Ateles belzebuth,371435.2816,9929970.38
Ateles belzebuth,371434.1667,9929979.224
Ateles belzebuth,371423.0378,9929978.116
Ateles belzebuth,371435.284,9929959.324
Ateles belzebuth,371465.3296,9929972.597
Ateles belzebuth,371448.6357,9929973.699
Ateles belzebuth,371448.6377,9929964.855
Ateles belzebuth,371440.8478,9929962.642
Ateles belzebuth,371440.8456,9929972.592
Ateles belzebuth,371439.7332,9929970.381
Ateles belzebuth,371437.5074,9929970.38
Ateles belzebuth,371437.5086,9929964.852
Ateles belzebuth,371439.7339,9929967.064
Ateles belzebuth,371328.4077,9930125.13
Ateles belzebuth,371298.3603,9930119.595
Ateles belzebuth,371259.4043,9930138.381
Ateles belzebuth,371256.0665,9930133.958
Ateles belzebuth,371240.489,9930119.582
Ateles belzebuth,371220.4438,9930177.066
Ateles belzebuth,371223.7875,9930154.956
Ateles belzebuth,371200.4156,9930158.267
Ateles belzebuth,371184.8245,9930204.696
Ateles belzebuth,371175.9086,9930261.076
Ateles belzebuth,371223.767,9930246.715
Ateles belzebuth,371214.8605,9930261.084
Ateles belzebuth,371225.9887,9930265.509
Ateles belzebuth,371231.5532,9930265.51
Ateles belzebuth,371225.9867,9930274.353
Ateles belzebuth,371257.1438,9930294.26
Ateles belzebuth,371298.3259,9930274.369
Ateles belzebuth,371309.4563,9930268.844
Ateles belzebuth,371279.4089,9930263.31
Ateles belzebuth,371306.1232,9930243.416
Ateles belzebuth,371326.1492,9930272.165
Ateles belzebuth,371351.7486,9930261.115
Ateles belzebuth,371348.4008,9930302.019
Ateles belzebuth,371407.3759,9930342.936
Ateles belzebuth,371346.1529,9930401.516
Ateles belzebuth,371331.6796,9930425.834
Ateles belzebuth,371340.5871,9930407.042
Ateles belzebuth,371348.3787,9930401.516
Ateles belzebuth,371298.2874,9930447.937
Ateles belzebuth,371261.5491,9930503.206
Ateles belzebuth,371181.4084,9930552.937
Ateles belzebuth,371079.0117,9930592.713
Ateles belzebuth,371023.3582,9930628.078
Ateles belzebuth,370964.3623,9930680.024
Ateles belzebuth,370933.205,9930661.224
Ateles belzebuth,370927.6245,9930733.082
Ateles belzebuth,370834.139,9930736.378
Ateles belzebuth,370845.2709,9930724.219
Ateles belzebuth,370877.5495,9930705.432
Ateles belzebuth,370934.3135,9930681.123
Ateles belzebuth,370972.1623,9930636.911
Ateles belzebuth,370988.853,9930650.181
Ateles belzebuth,371346.1438,9930442.42
Ateles belzebuth,371373.9646,9930451.271
Ateles belzebuth,371389.5449,9930453.485
Ateles belzebuth,371395.1124,9930440.22
Ateles belzebuth,371392.8848,9930447.958
Ateles belzebuth,371401.7898,9930440.222
Ateles belzebuth,371400.6745,9930451.277
Ateles belzebuth,371400.6777,9930436.905
Ateles belzebuth,371401.7891,9930443.538
Ateles belzebuth,371396.2245,9930443.537
Ateles belzebuth,371389.5449,9930453.485
Ateles belzebuth,371379.525,9930470.066
Ateles belzebuth,371367.2835,9930467.852
Ateles belzebuth,371392.9671,9930077.606
Ateles belzebuth,371424.1372,9930038.92
Ateles belzebuth,371440.8436,9929981.436
Ateles belzebuth,371459.7668,9929964.857
Ateles belzebuth,371435.2821,9929968.169
Ateles belzebuth,371440.8466,9929968.17
Ateles belzebuth,371424.1537,9929964.849
Ateles belzebuth,371439.7258,9930003.546
Ateles belzebuth,371404.1102,9930014.594
Ateles belzebuth,371424.1382,9930034.498
Ateles belzebuth,371417.4614,9930031.18
Ateles belzebuth,371448.6237,9930027.87
Ateles belzebuth,371429.7042,9930027.866
Ateles belzebuth,371435.2729,9930009.073
Ateles belzebuth,371434.1558,9930027.867
Ateles belzebuth,371424.1394,9930028.97
Ateles belzebuth,371435.2717,9930014.601
Ateles belzebuth,371415.2553,9929942.737
Ateles belzebuth,371431.9497,9929939.424
Ateles belzebuth,371228.2125,9930274.354
Ateles belzebuth,371248.2479,9930261.092
Ateles belzebuth,371239.3424,9930271.04
Ateles belzebuth,371242.6791,9930279.885
Ateles belzebuth,371239.3483,9930244.507
Ateles belzebuth,371222.6406,9930307.518
Ateles belzebuth,371257.1512,9930261.094
Ateles belzebuth,371201.5071,9930254.448
Ateles belzebuth,371231.553,9930266.616
Ateles belzebuth,371200.388,9930282.086
Ateles belzebuth,371223.7641,9930259.981
Ateles belzebuth,371214.8632,9930248.924
Ateles belzebuth,371205.9575,9930259.977
Ateles belzebuth,371214.862,9930254.451
Ateles belzebuth,371212.635,9930259.978
Ateles belzebuth,371225.9899,9930259.981
Ateles belzebuth,371218.2032,9930243.397
Ateles belzebuth,371209.3016,9930235.656
Ateles belzebuth,371225.9916,9930252.243
Ateles belzebuth,371225.9892,9930263.298
Ateles belzebuth,371211.5193,9930272.139
Ateles belzebuth,371183.7015,9930250.022
Ateles belzebuth,371233.7788,9930266.616
Ateles belzebuth,371229.3308,9930250.032
Ateles belzebuth,371246.0198,9930271.041
Ateles belzebuth,371222.6524,9930254.453
Ateles belzebuth,371256.0385,9930259.988
Ateles belzebuth,371228.2138,9930268.826
Ateles belzebuth,371223.7626,9930266.614
Ateles belzebuth,371231.552,9930271.038
Ateles belzebuth,371240.4558,9930268.829
Ateles belzebuth,371205.9673,9930215.756
Ateles belzebuth,371187.0545,9930185.902
Ateles belzebuth,371194.8461,9930180.376
Ateles belzebuth,371223.7825,9930177.066
Ateles belzebuth,371229.3555,9930139.48
Ateles belzebuth,371704.6327,9929848.832
Ateles belzebuth,371676.8092,9929852.142
Ateles belzebuth,371738.0298,9929804.618
Ateles belzebuth,371746.9437,9929757.082
Ateles belzebuth,371779.2266,9929718.396
Ateles belzebuth,371782.5622,9929732.769
Ateles belzebuth,371762.5291,9929736.081
Ateles belzebuth,371738.0476,9929725.02
Ateles belzebuth,371723.5958,9929653.158
Ateles belzebuth,371916.0207,9930139.632
Ateles belzebuth,371971.671,9930117.534
Ateles belzebuth,372032.8773,9930134.13
Ateles belzebuth,372133.0593,9930042.394
Ateles belzebuth,372130.8389,9930018.072
Ateles belzebuth,372285.5391,9929990.468
Ateles belzebuth,372279.9807,9929962.829
Ateles belzebuth,372272.1886,9929970.566
Ateles belzebuth,372252.1607,9929950.662
Ateles belzebuth,372257.724,9929956.191
Ateles belzebuth,372266.6282,9929951.77
Ateles belzebuth,372236.5739,9929978.296
Ateles belzebuth,372274.4176,9929956.194
Ateles belzebuth,372268.8516,9929962.826
Ateles belzebuth,372236.5719,9929987.141
Ateles belzebuth,372296.6733,9929967.254
Ateles belzebuth,372266.6236,9929972.775
Ateles belzebuth,372300.0132,9929961.728
Ateles belzebuth,372285.5447,9929965.041
Ateles belzebuth,372288.8829,9929967.253
Ateles belzebuth,372325.602,9929998.216
Ateles belzebuth,372308.9096,9929992.684
Ateles belzebuth,372264.3975,9929973.88
Ateles belzebuth,372202.0759,9929968.339
Ateles belzebuth,372136.4169,9929957.269
Ateles belzebuth,372124.1602,9930023.598
Ateles belzebuth,372125.2706,9930034.653
Ateles belzebuth,372147.5271,9930042.397
Ateles belzebuth,372085.1937,9930089.921
Ateles belzebuth,372032.8956,9930051.216
Ateles belzebuth,371982.8285,9929989.295
Ateles belzebuth,371745.8177,9929815.675
Ateles belzebuth,371760.3065,9929721.708
Ateles belzebuth,371708.0059,9929694.059
Ateles belzebuth,371695.7659,9929685.212
Ateles belzebuth,371687.9785,9929671.944
Ateles belzebuth,371674.6273,9929655.358
Ateles belzebuth,371691.3252,9929636.567
Ateles belzebuth,371719.1518,9929618.885
Ateles belzebuth,371712.4719,9929629.939
Ateles belzebuth,371713.5809,9929647.628
Ateles belzebuth,371718.0325,9929647.629
Ateles belzebuth,371669.0633,9929653.145
Ateles belzebuth,371079.1683,9929889.596
Ateles belzebuth,371134.8361,9929790.111
Ateles belzebuth,371131.5036,9929762.472
Ateles belzebuth,371105.8712,9929920.557
Ateles belzebuth,371167.0734,9929955.948
Ateles belzebuth,371137.0172,9929990.213
Ateles belzebuth,371129.2226,9930009.005
Ateles belzebuth,371103.615,9930056.537
Ateles belzebuth,371066.886,9930069.795
Ateles belzebuth,371042.3945,9930102.955
Ateles belzebuth,371029.0366,9930116.219
Ateles belzebuth,371001.2111,9930128.373
Ateles belzebuth,371006.7727,9930141.641
Ateles belzebuth,371005.6591,9930144.957
Ateles belzebuth,371014.5606,9930152.698
Ateles belzebuth,370972.2794,9930110.678
Ateles belzebuth,370983.4097,9930105.153
Ateles belzebuth,370981.1856,9930097.414
Ateles belzebuth,370986.7494,9930100.732
Ateles belzebuth,370919.9799,9930077.501
Ateles belzebuth,370823.1613,9930056.474
Ateles belzebuth,370771.9648,9930067.518
Ateles belzebuth,370780.8701,9930058.676
Ateles belzebuth,370783.0947,9930064.204
Ateles belzebuth,370745.2549,9930067.512
Ateles belzebuth,370783.0984,9930047.621
Ateles belzebuth,370805.35,9930077.475
Ateles belzebuth,370828.7122,9930117.28
Ateles belzebuth,370786.4045,9930193.552
Ateles belzebuth,370806.4318,9930216.772
Ateles belzebuth,370883.2173,9930241.111
Ateles belzebuth,370847.5863,9930320.701
Ateles belzebuth,370869.8242,9930412.465
Ateles belzebuth,370880.9479,9930436.789
Ateles belzebuth,370897.6487,9930404.733
Ateles belzebuth,370894.3087,9930410.26
Ateles belzebuth,370883.1786,9930414.679
Ateles belzebuth,370880.9553,9930403.623
Ateles belzebuth,370886.5183,9930410.258
Ateles belzebuth,370889.8571,9930410.259
Ateles belzebuth,370897.6494,9930401.416
Ateles belzebuth,370905.4366,9930415.79
Ateles belzebuth,370922.1311,9930412.477
Ateles belzebuth,370878.7336,9930384.829
Ateles belzebuth,370917.6814,9930403.632
Ateles belzebuth,370875.3863,9930423.522
Ateles belzebuth,370853.128,9930423.517
Ateles belzebuth,370873.1622,9930415.783
Ateles belzebuth,370877.6146,9930412.467
Ateles belzebuth,370866.4849,9930414.676
Ateles belzebuth,370849.7826,9930453.365
Ateles belzebuth,370842.0058,9930392.56
Ateles belzebuth,370847.5701,9930393.666
Ateles belzebuth,370864.2662,9930382.615
Ateles belzebuth,370844.2353,9930375.977
Ateles belzebuth,370836.4442,9930379.292
Ateles belzebuth,370842.0095,9930375.977
Ateles belzebuth,370825.3126,9930390.345
Ateles belzebuth,370830.8776,9930388.135
Ateles belzebuth,370850.9108,9930384.823
Ateles belzebuth,370850.9046,9930412.461
Ateles belzebuth,370842.0031,9930404.72
Ateles belzebuth,370828.641,9930436.778
Ateles belzebuth,371050.2212,9929940.444
Ateles belzebuth,371075.8256,9929907.284
Ateles belzebuth,371089.183,9929896.232
Ateles belzebuth,371055.7885,9929928.285
Ateles belzebuth,371047.9994,9929922.755
Ateles belzebuth,371075.8338,9929870.802
Ateles belzebuth,371078.0571,9929881.857
Ateles belzebuth,371098.0927,9929867.49
Ateles belzebuth,371094.7636,9929824.374
Ateles belzebuth,371098.1086,9929796.736
Ateles belzebuth,371078.0737,9929807.787
Ateles belzebuth,371133.7254,9929780.161
Ateles belzebuth,371157.0973,9929776.85
Ateles belzebuth,371454.1855,9930040.032
Ateles belzebuth,371445.2694,9930097.518
Ateles belzebuth,371378.4869,9930132.88
Ateles belzebuth,371345.0915,9930169.355
Ateles belzebuth,371328.3806,9930246.738
Ateles belzebuth,371294.983,9930293.163
Ateles belzebuth,371311.6816,9930271.056
Ateles belzebuth,371306.1146,9930282.11
Ateles belzebuth,371292.7626,9930268.841
Ateles belzebuth,371292.7631,9930266.629
Ateles belzebuth,371311.6816,9930271.056
Ateles belzebuth,371268.2754,9930283.207
Ateles belzebuth,371306.1156,9930277.688
Ateles belzebuth,371220.419,9930288.724
Ateles belzebuth,371203.7182,9930320.781
Ateles belzebuth,371211.4899,9930404.802
Ateles belzebuth,371205.9248,9930407.012
Ateles belzebuth,371195.903,9930432.437
Ateles belzebuth,371168.0804,9930431.326
Ateles belzebuth,371170.3038,9930442.381
Ateles belzebuth,371136.9199,9930426.897
Ateles belzebuth,371086.8342,9930447.89
Ateles belzebuth,371031.1847,9930465.567
Ateles belzebuth,370914.3178,9930515.289
Ateles belzebuth,370894.2861,9930511.968
Ateles belzebuth,370880.9282,9930525.232
Ateles belzebuth,370894.2832,9930525.235
Ateles belzebuth,370928.7955,9930471.071
